"REF_DATE","GEO","DGUID","Land use","Unit of measure","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2016","Quebec","2016A000224","Land in crops","Acres","Acres","28","units","0","v62725986","6.2.2","4613036","","","","0"
"2021","Quebec","2016A000224","Land in crops","Acres","Acres","28","units","0","v62725986","6.2.2","4622291","","","","0"
"1921","Quebec","2016A000224","Land in crops","Hectares","Hectares","149","units","0","v62725987","6.2.3","2428500","","","","0"
"1926","Quebec","2016A000224","Land in crops","Hectares","Hectares","149","units","0","v62725987","6.2.3","","..","","","0"
"1931","Quebec","2016A000224","Land in crops","Hectares","Hectares","149","units","0","v62725987","6.2.3","2484891","","","","0"
"1936","Quebec","2016A000224","Land in crops","Hectares","Hectares","149","units","0","v62725987","6.2.3","","..","","","0"
"1941","Quebec","2016A000224","Land in crops","Hectares","Hectares","149","units","0","v62725987","6.2.3","2483766","","","","0"
"1946","Quebec","2016A000224","Land in crops","Hectares","Hectares","149","units","0","v62725987","6.2.3","","..","","","0"
"1951","Quebec","2016A000224","Land in crops","Hectares","Hectares","149","units","0","v62725987","6.2.3","2343275","","","","0"
"1956","Quebec","2016A000224","Land in crops","Hectares","Hectares","149","units","0","v62725987","6.2.3","2245812","","","","0"
"1961","Quebec","2016A000224","Land in crops","Hectares","Hectares","149","units","0","v62725987","6.2.3","2109748","","","","0"
"1966","Quebec","2016A000224","Land in crops","Hectares","Hectares","149","units","0","v62725987","6.2.3","2090776","","","","0"
"1971","Quebec","2016A000224","Land in crops","Hectares","Hectares","149","units","0","v62725987","6.2.3","1755217","","","","0"
"1976","Quebec","2016A000224","Land in crops","Hectares","Hectares","149","units","0","v62725987","6.2.3","1847507","","","","0"
"1981","Quebec","2016A000224","Land in crops","Hectares","Hectares","149","units","0","v62725987","6.2.3","1756038","","","","0"
"1986","Quebec","2016A000224","Land in crops","Hectares","Hectares","149","units","0","v62725987","6.2.3","1744396","","","","0"
"1991","Quebec","2016A000224","Land in crops","Hectares","Hectares","149","units","0","v62725987","6.2.3","1638453","","","","0"
"1996","Quebec","2016A000224","Land in crops","Hectares","Hectares","149","units","0","v62725987","6.2.3","1738811","","","","0"
"2001","Quebec","2016A000224","Land in crops","Hectares","Hectares","149","units","0","v62725987","6.2.3","1849938","","","","0"
"2006","Quebec","2016A000224","Land in crops","Hectares","Hectares","149","units","0","v62725987","6.2.3","1933274","","","","0"
"2011","Quebec","2016A000224","Land in crops","Hectares","Hectares","149","units","0","v62725987","6.2.3","1874760","","","","0"
"2016","Quebec","2016A000224","Land in crops","Hectares","Hectares","149","units","0","v62725987","6.2.3","1866829","","","","0"
"2021","Quebec","2016A000224","Land in crops","Hectares","Hectares","149","units","0","v62725987","6.2.3","1870575","","","","0"
"1956","Quebec","2016A000224","Land in crops","Average area in acres","Acres","28","units","0","v62725988","6.2.4","47","","","","0"
"1961","Quebec","2016A000224","Land in crops","Average area in acres","Acres","28","units","0","v62725988","6.2.4","56","","","","0"
"1966","Quebec","2016A000224","Land in crops","Average area in acres","Acres","28","units","0","v62725988","6.2.4","66","","","","0"
"1971","Quebec","2016A000224","Land in crops","Average area in acres","Acres","28","units","0","v62725988","6.2.4","75","","","","0"
"1976","Quebec","2016A000224","Land in crops","Average area in acres","Acres","28","units","0","v62725988","6.2.4","94","","","","0"
"1981","Quebec","2016A000224","Land in crops","Average area in acres","Acres","28","units","0","v62725988","6.2.4","102","","","","0"
"1986","Quebec","2016A000224","Land in crops","Average area in acres","Acres","28","units","0","v62725988","6.2.4","120","","","","0"
"1991","Quebec","2016A000224","Land in crops","Average area in acres","Acres","28","units","0","v62725988","6.2.4","130","","","","0"
"1996","Quebec","2016A000224","Land in crops","Average area in acres","Acres","28","units","0","v62725988","6.2.4","150","","","","0"
"2001","Quebec","2016A000224","Land in crops","Average area in acres","Acres","28","units","0","v62725988","6.2.4","176","","","","0"
"2006","Quebec","2016A000224","Land in crops","Average area in acres","Acres","28","units","0","v62725988","6.2.4","199","","","","0"
"2011","Quebec","2016A000224","Land in crops","Average area in acres","Acres","28","units","0","v62725988","6.2.4","206","","","","0"
"2016","Quebec","2016A000224","Land in crops","Average area in acres","Acres","28","units","0","v62725988","6.2.4","213","","","","0"
"2021","Quebec","2016A000224","Land in crops","Average area in acres","Acres","28","units","0","v62725988","6.2.4","225","","","","0"
"1976","Quebec","2016A000224","Summerfallow land","Number of farms reporting","Number","223","units","0","v62725989","6.3.1","1890","","","","0"
"1981","Quebec","2016A000224","Summerfallow land","Number of farms reporting","Number","223","units","0","v62725989","6.3.1","4651","","","","0"
"1986","Quebec","2016A000224","Summerfallow land","Number of farms reporting","Number","223","units","0","v62725989","6.3.1","2665","","","","0"
"1991","Quebec","2016A000224","Summerfallow land","Number of farms reporting","Number","223","units","0","v62725989","6.3.1","1109","","","","0"
"1996","Quebec","2016A000224","Summerfallow land","Number of farms reporting","Number","223","units","0","v62725989","6.3.1","757","","","","0"
"2001","Quebec","2016A000224","Summerfallow land","Number of farms reporting","Number","223","units","0","v62725989","6.3.1","551","","","","0"
"2006","Quebec","2016A000224","Summerfallow land","Number of farms reporting","Number","223","units","0","v62725989","6.3.1","500","","","","0"
"2011","Quebec","2016A000224","Summerfallow land","Number of farms reporting","Number","223","units","0","v62725989","6.3.1","637","","","","0"
"2016","Quebec","2016A000224","Summerfallow land","Number of farms reporting","Number","223","units","0","v62725989","6.3.1","581","","","","0"
"2021","Quebec","2016A000224","Summerfallow land","Number of farms reporting","Number","223","units","0","v62725989","6.3.1","1005","","","","0"
"1976","Quebec","2016A000224","Summerfallow land","Acres","Acres","28","units","0","v62725990","6.3.2","50510","","","","0"
"1981","Quebec","2016A000224","Summerfallow land","Acres","Acres","28","units","0","v62725990","6.3.2","131155","","","","0"
"1986","Quebec","2016A000224","Summerfallow land","Acres","Acres","28","units","0","v62725990","6.3.2","78586","","","","0"
"1991","Quebec","2016A000224","Summerfallow land","Acres","Acres","28","units","0","v62725990","6.3.2","36355","","","","0"
"1996","Quebec","2016A000224","Summerfallow land","Acres","Acres","28","units","0","v62725990","6.3.2","21685","","","","0"
"2001","Quebec","2016A000224","Summerfallow land","Acres","Acres","28","units","0","v62725990","6.3.2","12009","","","","0"
"2006","Quebec","2016A000224","Summerfallow land","Acres","Acres","28","units","0","v62725990","6.3.2","10596","","","","0"
"2011","Quebec","2016A000224","Summerfallow land","Acres","Acres","28","units","0","v62725990","6.3.2","11191","","","","0"
"2016","Quebec","2016A000224","Summerfallow land","Acres","Acres","28","units","0","v62725990","6.3.2","5225","","","","0"
"2021","Quebec","2016A000224","Summerfallow land","Acres","Acres","28","units","0","v62725990","6.3.2","12771","","","","0"
"1976","Quebec","2016A000224","Summerfallow land","Hectares","Hectares","149","units","0","v62725991","6.3.3","20441","","","","0"
"1981","Quebec","2016A000224","Summerfallow land","Hectares","Hectares","149","units","0","v62725991","6.3.3","53077","","","","0"
"1986","Quebec","2016A000224","Summerfallow land","Hectares","Hectares","149","units","0","v62725991","6.3.3","31803","","","","0"
"1991","Quebec","2016A000224","Summerfallow land","Hectares","Hectares","149","units","0","v62725991","6.3.3","14712","","","","0"
"1996","Quebec","2016A000224","Summerfallow land","Hectares","Hectares","149","units","0","v62725991","6.3.3","8776","","","","0"
"2001","Quebec","2016A000224","Summerfallow land","Hectares","Hectares","149","units","0","v62725991","6.3.3","4860","","","","0"
"2006","Quebec","2016A000224","Summerfallow land","Hectares","Hectares","149","units","0","v62725991","6.3.3","4288","","","","0"
"2011","Quebec","2016A000224","Summerfallow land","Hectares","Hectares","149","units","0","v62725991","6.3.3","4529","","","","0"
"2016","Quebec","2016A000224","Summerfallow land","Hectares","Hectares","149","units","0","v62725991","6.3.3","2114","","","","0"
"2021","Quebec","2016A000224","Summerfallow land","Hectares","Hectares","149","units","0","v62725991","6.3.3","5168","","","","0"
"1976","Quebec","2016A000224","Summerfallow land","Average area in acres","Acres","28","units","0","v62725992","6.3.4","27","","","","0"
"1981","Quebec","2016A000224","Summerfallow land","Average area in acres","Acres","28","units","0","v62725992","6.3.4","28","","","","0"
"1986","Quebec","2016A000224","Summerfallow land","Average area in acres","Acres","28","units","0","v62725992","6.3.4","29","","","","0"
"1991","Quebec","2016A000224","Summerfallow land","Average area in acres","Acres","28","units","0","v62725992","6.3.4","33","","","","0"
"1996","Quebec","2016A000224","Summerfallow land","Average area in acres","Acres","28","units","0","v62725992","6.3.4","29","","","","0"
"2001","Quebec","2016A000224","Summerfallow land","Average area in acres","Acres","28","units","0","v62725992","6.3.4","22","","","","0"
"2006","Quebec","2016A000224","Summerfallow land","Average area in acres","Acres","28","units","0","v62725992","6.3.4","21","","","","0"
"2011","Quebec","2016A000224","Summerfallow land","Average area in acres","Acres","28","units","0","v62725992","6.3.4","18","","","","0"
"2016","Quebec","2016A000224","Summerfallow land","Average area in acres","Acres","28","units","0","v62725992","6.3.4","9","","","","0"
"2021","Quebec","2016A000224","Summerfallow land","Average area in acres","Acres","28","units","0","v62725992","6.3.4","13","","","","0"
"1976","Quebec","2016A000224","Tame or seeded pasture","Number of farms reporting","Number","223","units","0","v62725993","6.4.1","27418","","","","0"
"1981","Quebec","2016A000224","Tame or seeded pasture","Number of farms reporting","Number","223","units","0","v62725993","6.4.1","24783","","","","0"
"1986","Quebec","2016A000224","Tame or seeded pasture","Number of farms reporting","Number","223","units","0","v62725993","6.4.1","16810","","","","0"
"1991","Quebec","2016A000224","Tame or seeded pasture","Number of farms reporting","Number","223","units","0","v62725993","6.4.1","14238","","","","0"
"1996","Quebec","2016A000224","Tame or seeded pasture","Number of farms reporting","Number","223","units","0","v62725993","6.4.1","10580","","","","0"
"2001","Quebec","2016A000224","Tame or seeded pasture","Number of farms reporting","Number","223","units","0","v62725993","6.4.1","10727","","","","0"
"2006","Quebec","2016A000224","Tame or seeded pasture","Number of farms reporting","Number","223","units","0","v62725993","6.4.1","8194","","","","0"
"2011","Quebec","2016A000224","Tame or seeded pasture","Number of farms reporting","Number","223","units","0","v62725993","6.4.1","7288","","","","0"
"2016","Quebec","2016A000224","Tame or seeded pasture","Number of farms reporting","Number","223","units","0","v62725993","6.4.1","6000","","","","0"
"2021","Quebec","2016A000224","Tame or seeded pasture","Number of farms reporting","Number","223","units","0","v62725993","6.4.1","4295","","","","0"
"1976","Quebec","2016A000224","Tame or seeded pasture","Acres","Acres","28","units","0","v62725994","6.4.2","1162172","","","","0"
"1981","Quebec","2016A000224","Tame or seeded pasture","Acres","Acres","28","units","0","v62725994","6.4.2","1096059","","","","0"
"1986","Quebec","2016A000224","Tame or seeded pasture","Acres","Acres","28","units","0","v62725994","6.4.2","744115","","","","0"
"1991","Quebec","2016A000224","Tame or seeded pasture","Acres","Acres","28","units","0","v62725994","6.4.2","669468","","","","0"
"1996","Quebec","2016A000224","Tame or seeded pasture","Acres","Acres","28","units","0","v62725994","6.4.2","487627","","","","0"
"2001","Quebec","2016A000224","Tame or seeded pasture","Acres","Acres","28","units","0","v62725994","6.4.2","451810","","","","0"
"2006","Quebec","2016A000224","Tame or seeded pasture","Acres","Acres","28","units","0","v62725994","6.4.2","364201","","","","0"
"2011","Quebec","2016A000224","Tame or seeded pasture","Acres","Acres","28","units","0","v62725994","6.4.2","312179","","","","0"
